,Caution
612,"You should not use albiglutide if you have multiple endocrine neoplasia type 2 (tumors in your glands), a personal or family history of medullary thyroid cancer, insulin-dependent diabetes, or diabetic ketoacidosis."
613,None
614,None
615,None
616,None
617,"You should not receive Albuked if you have severe anemia (lack of red blood cells), or severe heart failure."
618,None
619,None
620,None
621,None
622,None
623,"You should not receive Albuminar-25 if you have severe anemia (lack of red blood cells), or severe heart failure."
624,None
625,None
626,None
627,"You should not receive albumin if you have severe anemia (lack of red blood cells), or severe heart failure."
628,None
629,None
630,None
631,None
632,"You should not receive Alburx if you have severe anemia (lack of red blood cells), or severe heart failure."
633,None
634,None
635,None
636,"You should not receive Albutein if you have severe anemia (lack of red blood cells), or severe heart failure."
637,None
638,None
639,None
640,None
641,None
642,None
643,None
644,None
645,"Seek medical attention if your breathing problems get worse quickly, or if you think your medications are not working as well. Overuse of albuterol and ipratropium may increase the risk of death. It is critical that you use only the prescribed dose of  albuterol and ipratropium."
646,None
647,None
648,None
649,None
650,"To make sure you can safely use alcaftadine ophthalmic, tell your doctor about any medical conditions that affect your eyes."
651,Avoid touching your eye until the numbing effects of  Alcaine have worn off completely.
652,None
653,None
654,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
655,None
656,None
657,None
658,None
659,None
660,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
661,"You should not use this medicine if you have kidney problems, Addison's disease, high blood levels of calcium or potassium, an allergy to sulfa drugs, or if you are unable to urinate."
662,"You should use Aldactone with caution if you have kidney problems, high levels of potassium in your blood, Addison's disease, if you are unable to urinate, or if you are also taking eplerenone."
663,None
664,None
665,You should not be treated with aldesleukin if you have recently had abnormal lung or heart function tests.
666,None
667,None
668,Do not give this medication to a child younger than 4 years old. Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
669,None
670,"You should not use Aldomet if you have liver disease (especially cirrhosis), or a history of liver problems caused by taking this medicine."
671,None
672,"Before you receive Aldurazyme, tell your doctor if you have heart disease, kidney disease, lung disease, seizures, migraine headaches, or sleep apnea."
673,Alecensa can cause serious or life-threatening side effects.
674,Alectinib can cause serious or life-threatening side effects.
675,None
676,None
677,"Alemtuzumab can cause life-threatening side effects. Seek emergency medical attention if you have sudden weakness on one side of your body, severe headache or neck pain, confusion, or problems with speech, vision, or balance."
678,None
679,None
680,None
681,None
682,"You should not take alendronate if you have problems with your esophagus, or low levels of calcium in your blood."
683,"You should not take  alendronate and cholecalciferol if you have low levels of calcium in your blood (hypocalcemia), or a problem with the movement of muscles in your esophagus."
684,None
685,None
686,None
687,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
688,None
689,None
690,None
691,None
692,None
693,None
694,None
695,None
696,"Do not use  Aleve Cold and Sinus if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
697,"Do not use  Aleve-D Sinus & Cold if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
698,None
699,None
700,None
701,"Do not use  Aleve Sinus & Headache if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
702,None
703,None
704,None
705,None
706,"You should not use this medication if you are allergic to interferons, or if you are allergic to eggs or mouse proteins."
707,You should not take alfuzosin if you have moderate to severe liver disease.
708,None
709,None
710,None
711,"Tell your caregivers or get emergency medical help right away if you have any signs of a severe allergic reaction, such as itching, rash, redness or tingling, severe headache, feeling light-headed, fast or slow heart rate, wheezing, trouble breathing, pale skin, and blue lips or fingernails."
712,None
713,None
714,None
715,None
716,None
717,None
718,None
719,Do not use Alimta if you are pregnant. It could harm the unborn baby.
720,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
721,None
722,None
723,None
724,None
725,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
726,None
727,"Do not use if you are pregnant. If you become pregnant, stop taking  aliskiren and tell your doctor right away."
728,None
729,None
730,None
731,None
732,None
733,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
734,None
735,None
736,None
737,Never use more than the recommended dose of simethicone.
738,"Ask a doctor before taking medicine that contains acetaminophen if you have ever had liver disease, or if you drink more than 3 alcoholic beverages per day."
739,None
740,None
741,"Aspirin may cause stomach or intestinal bleeding, which can be fatal."
742,"Do not use  Alka-Seltzer Plus Cold if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
743,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
744,"Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
745,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
